tissue,stressor,module,feature_name,feature_type,mean_score,median_score,sign_concordance,n_contrasts,n_panel_genes,n_measured,label,evidence_tier,source,anchor_note,light_dependent_rewiring
root,NMF,NMF cluster pseudo-pathway,NMF_cluster_B,cluster_pseudo_pathway,0.9954,1.0358,1.0,7.0,23.0,23.0,activated,T1,nmf_cluster_profile.csv,,False
shoot,NMF,NMF cluster pseudo-pathway,NMF_cluster_B,cluster_pseudo_pathway,1.1833,1.1938,1.0,7.0,23.0,23.0,activated,T1,nmf_cluster_profile.csv,,False
root,NMF,NMF cluster pseudo-pathway,NMF_cluster_C,cluster_pseudo_pathway,0.1167,0.0187,0.857,7.0,11.0,11.0,modestly_activated,T1,nmf_cluster_profile.csv,,False
shoot,NMF,NMF cluster pseudo-pathway,NMF_cluster_C,cluster_pseudo_pathway,0.2236,0.0621,0.714,7.0,11.0,11.0,rewired,T1,nmf_cluster_profile.csv,,False
root,NMF,NMF cluster pseudo-pathway,NMF_cluster_D,cluster_pseudo_pathway,0.2523,0.1485,1.0,7.0,14.0,14.0,modestly_activated,T1,nmf_cluster_profile.csv,,False
shoot,NMF,NMF cluster pseudo-pathway,NMF_cluster_D,cluster_pseudo_pathway,0.4125,0.3319,1.0,7.0,14.0,14.0,activated,T1,nmf_cluster_profile.csv,,False
root,NMF,NMF cluster pseudo-pathway,NMF_cluster_E,cluster_pseudo_pathway,0.4957,0.3308,1.0,7.0,8.0,8.0,activated,T1,nmf_cluster_profile.csv,,False
shoot,NMF,NMF cluster pseudo-pathway,NMF_cluster_E,cluster_pseudo_pathway,0.3359,0.1333,0.857,7.0,8.0,8.0,activated,T1,nmf_cluster_profile.csv,,False
hypocotyl,GCR,Cell-type identity,Cortex_hypocotyl_shoot,cell_type_program,-0.0343,-0.0343,1.0,2.0,67.0,67.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
hypocotyl,GCR,Cell-type identity,E.hypocotyl_epidermis_shoot,cell_type_program,-0.0866,-0.0866,1.0,2.0,100.0,98.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
hypocotyl,GCR,Cell-type identity,hypocotyl_axis_composite,cell_type_program,-0.0654,-0.0654,1.0,2.0,160.0,159.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
hypocotyl,µg,Cell-type identity,Cortex_hypocotyl_shoot,cell_type_program,0.1791,0.097,0.5,4.0,67.0,66.0,rewired,T2,cross_dataset_enrichment_meta_long.csv,,False
hypocotyl,µg,Cell-type identity,E.hypocotyl_epidermis_shoot,cell_type_program,-0.0149,0.0938,0.5,4.0,100.0,94.0,rewired,T2,cross_dataset_enrichment_meta_long.csv,,False
hypocotyl,µg,Cell-type identity,hypocotyl_axis_composite,cell_type_program,0.057,0.1341,0.5,4.0,160.0,154.0,rewired,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,GCR,Cell-type identity,Liew_provasculature,cell_type_program,-0.2099,-0.2099,1.0,2.0,100.0,97.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,GCR,Cell-type identity,Liew_xylem,cell_type_program,-0.1771,-0.1771,1.0,2.0,100.0,98.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,GCR,Cell-type identity,Phloem_root,cell_type_program,-0.2167,-0.2167,1.0,2.0,100.0,98.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,GCR,Cell-type identity,Procambium_root,cell_type_program,-0.1309,-0.1309,1.0,2.0,67.0,66.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,GCR,Cell-type identity,Vasculature_shoot,cell_type_program,-0.2503,-0.2503,1.0,2.0,100.0,97.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,GCR,Cell-type identity,Xylem_root,cell_type_program,-0.2234,-0.2234,1.0,2.0,100.0,100.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,GCR,Cell-type identity,vascular_composite,cell_type_program,-0.1965,-0.1965,1.0,2.0,457.0,447.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,µg,Cell-type identity,Liew_provasculature,cell_type_program,0.0527,-0.0153,0.5,4.0,100.0,98.0,rewired,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,µg,Cell-type identity,Liew_xylem,cell_type_program,-0.334,-0.3504,0.75,4.0,100.0,99.0,suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,µg,Cell-type identity,Phloem_root,cell_type_program,0.0358,-0.0829,0.75,4.0,100.0,99.0,modestly_activated,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,µg,Cell-type identity,Procambium_root,cell_type_program,-0.2043,-0.37,0.75,4.0,67.0,67.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,µg,Cell-type identity,Vasculature_shoot,cell_type_program,-0.2901,-0.3459,0.75,4.0,100.0,98.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,µg,Cell-type identity,Xylem_root,cell_type_program,-0.6433,-0.7141,1.0,4.0,100.0,100.0,suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
vascular,µg,Cell-type identity,vascular_composite,cell_type_program,-0.2575,-0.283,1.0,4.0,457.0,452.0,modestly_suppressed,T2,cross_dataset_enrichment_meta_long.csv,,False
embryo,µg,Germination,embryo_germination_µg,literature_anchor,,,,0.0,0.0,0.0,delayed (literature),T3,Villacampa 2021 [4],,False
embryo,GCR,Germination,embryo_germination_GCR,literature_anchor,,,,0.0,0.0,0.0,biphasic dose-dependent (literature),T3,Yin 2024 [9]; Dixit 2023 [10],,False
embryo,NMF,Germination,embryo_germination_NMF,literature_anchor,,,,0.0,0.0,0.0,accelerated (literature),T3,Parmagnani 2022 [12]; Agliassa 2018 [13],,False
