celltype_group,120_root_FLT_Light,120_root_FLT_Dark,678_leaf_FLT_Light,678_leaf_FLT_Dark,658_40cGy,658_80cGy
Liew_QC,-0.059238601359136535,0.03630987372727915,0.07698630597651289,-0.07109626651101457,-0.1120069601156905,-0.07865903147263054
Liew_cortex,-0.03344160768452983,0.024336240310077493,-0.15739616756399802,0.15335106135057133,0.04479986601909231,0.016614184676485785
Liew_epidermis,0.012971624034593291,0.18647096788073064,-0.10568593479288076,-0.11061859510434087,-0.0035953247994436545,-0.057682081155933304
Liew_mesophyll,-0.2203285115866367,0.05439549328325867,-0.271333660010617,0.21402997264077753,0.052748378363853154,-0.09787499851978164
Liew_precursor_of_cortex_endodermis,0.013088169868554078,0.17248149646107178,-0.040081056801012704,-0.18490220098819876,-0.015413472810893685,-0.12105059067544413
Liew_provasculature,-0.13183797280287243,-0.1186104290047667,0.10384170818884947,0.08946165750386888,-0.23278316117114295,-0.09026243151706947
Liew_root_cap,0.07220728008088982,0.28282386248736097,0.0636077422516232,-0.2500975948384989,-0.12136092313064703,-0.14004006270350336
Liew_stele,0.002261678463094037,0.017411324570273036,0.08457429866470657,-0.03772265098615708,-0.08399920387024722,-0.06328935490717436
Liew_xylem,-0.05776450041364093,-0.1894487851211815,-0.14964882192004572,-0.1593644085099432,-0.17465230298089116,-0.1314379390497294
