condition,study,contrast,tissue,light,pathway_id,pathway_name,source,n_panel_genes,n_measured,mean_log2fc,mean_abs_log2fc,singscore,frac_up,frac_dn,sign_consistency,n_measured_w_padj,n_padj_lt_05,frac_padj_lt_05
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,-0.0254017110783727,0.4348457971514309,-0.1896907216494845,0.2,0.2,0.5,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.3011053271549779,0.3813014829667857,-0.0017182130584192,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.0309402927574608,0.4208734177421174,-0.1010882016036655,0.2222222222222222,0.2222222222222222,0.5,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.0043997381180124,0.4022326013316079,-0.1314432989690721,0.2,0.2,0.5,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.1418645123816313,0.5254041025731344,-0.0871993127147766,0.3333333333333333,0.1666666666666666,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|root|light,Maffei2022_NMF,NMF_vs_GMF_24h,root,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.4340032661531041,0.6565606055628582,0.05,0.4,0.2,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.5362382122067171,0.5362382122067171,0.1211340206185567,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.1387911191134142,0.393093292469598,-0.0767468499427262,0.1111111111111111,0.1111111111111111,0.5,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.1593948569018169,0.3882668129223823,-0.0608247422680412,0.1,0.1,0.5,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.5895645660690084,0.7750290155771368,0.1176975945017181,0.5,0.1666666666666666,0.75,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_24h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_24h,shoot,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.2752383450818451,0.4977956844915992,0.0144329896907216,0.4,0.2,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.4492075244041515,0.4492075244041515,0.1099656357388315,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.2263253407088843,0.4319810566462603,-0.0478235967926689,0.3333333333333333,0.1111111111111111,0.75,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.1299962472213752,0.4624795103982549,-0.0917525773195876,0.3,0.2,0.6,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.4243527878085897,0.609817237316718,0.0897766323024055,0.5,0.1666666666666666,0.75,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|root|light,Maffei2022_NMF,NMF_vs_GMF_2h,root,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.2972171399579736,0.6857894790792652,-0.0154639175257731,0.4,0.2,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.0682973082790778,0.7159178734812306,-0.1005154639175257,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.2072846180799173,0.4144334445593444,-0.1285796105383734,0.2222222222222222,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.212859596855305,0.3992935406867894,-0.1144329896907216,0.2,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.4372648705899671,0.7610751531910435,0.0365120274914089,0.5,0.1666666666666666,0.75,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_2h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_2h,shoot,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.177068682789086,0.2808109272725694,-0.0778350515463917,0.2,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.2541131532968701,0.4173505143059324,-0.081615120274914,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
