condition,study,contrast,tissue,light,pathway_id,pathway_name,source,n_panel_genes,n_measured,mean_log2fc,mean_abs_log2fc,singscore,frac_up,frac_dn,sign_consistency,n_measured_w_padj,n_padj_lt_05,frac_padj_lt_05
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.1620363601493894,0.2933268511895193,-0.1136884306987399,0.2222222222222222,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.0136399146457142,0.3961869755593035,-0.1515463917525773,0.2,0.1,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.3669148593731311,0.4533667297760339,0.0146048109965635,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|root|light,Maffei2022_NMF,NMF_vs_GMF_48h,root,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.7087828334649325,0.7087828334649325,0.1123711340206185,0.6,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.581498415111194,0.581498415111194,0.0584192439862542,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.2135358834307184,0.4128833671960862,-0.1371706758304696,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.1653006192448665,0.3984767063192577,-0.1667525773195876,0.2,0.1,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.82498442116675,0.82498442116675,0.1563573883161511,0.6666666666666666,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_48h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_48h,shoot,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.346977856049439,0.4142269595727697,0.052061855670103,0.2,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.4069644336267273,0.5190462728322787,0.0515463917525773,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.1426441393916473,0.3812312827494923,-0.1265750286368843,0.2222222222222222,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.0829765623630118,0.3885113175640138,-0.1585051546391752,0.2,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.4996539476801647,0.5556948672829404,0.1194158075601374,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|root|light,Maffei2022_NMF,NMF_vs_GMF_4h,root,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.0870527652205124,0.7853119001269153,-0.0865979381443298,0.4,0.2,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,GA_core_NMF,GA_core_NMF,User_core,3,3,-0.0235423678757984,0.8108168101215112,-0.081615120274914,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.4253404952367303,0.4816749217705962,-0.0309278350515463,0.4444444444444444,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.3707770223412862,0.4455368529653077,-0.0626288659793814,0.4,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath00904,Diterpenoid biosynthesis (GA biosynthesis),KEGG,25,6,0.2230503493692457,0.8049329617912481,-0.0442439862542955,0.5,0.1666666666666666,0.75,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath00966,Glucosinolate biosynthesis,KEGG,26,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath03410,Base excision repair,KEGG,50,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath03420,Nucleotide excision repair,KEGG,85,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath03430,Mismatch repair,KEGG,32,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath03440,Homologous recombination,KEGG,60,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath03450,Non-homologous end-joining,KEGG,8,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath03460,Fanconi anemia pathway,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath04075,Plant hormone signal transduction,KEGG,433,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_4h|shoot|light,Maffei2022_NMF,NMF_vs_GMF_4h,shoot,light,ath04712,Circadian rhythm - plant,KEGG,43,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ABA_biosynthesis,ABA_biosynthesis,Curated,8,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ABA_signaling,ABA_signaling,Curated,16,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Auxin_transporters_ABCB,Auxin_transporters_ABCB,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Auxin_transporters_AUX_LAX,Auxin_transporters_AUX_LAX,Curated,3,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Auxin_transporters_PIN,Auxin_transporters_PIN,Curated,7,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Circadian_core,Circadian_core,User_core,14,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,GA_biosynthesis,GA_biosynthesis,Curated,17,5,0.0739953498948278,0.3722544848012307,-0.1123711340206185,0.2,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,GA_core_NMF,GA_core_NMF,User_core,3,3,0.1483975812765469,0.477803628123242,-0.0902061855670103,0.3333333333333333,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,GA_signaling,GA_signaling,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Gravitropism,Gravitropism,Curated,9,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Hormone_transporters_ABCG,Hormone_transporters_ABCG,Curated,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Hormone_transporters_NPF,Hormone_transporters_NPF,Curated,6,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Hub_transporter_core,Hub_transporter_core,User_core,5,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Photoreceptors,Photoreceptors,Curated,10,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ROS_core_NMF,ROS_core_NMF,User_core,10,9,0.2356210942571517,0.3236491189831076,-0.0094501718213058,0.2222222222222222,0.0,1.0,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ROS_scavenging,ROS_scavenging,Curated,24,10,0.120465411310284,0.3828777806059494,-0.0574742268041237,0.2,0.1,0.6666666666666666,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,Sugar_transporters_SWEET,Sugar_transporters_SWEET,Curated,11,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath00195,Photosynthesis,KEGG,46,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath00196,Photosynthesis - antenna proteins,KEGG,22,0,,,,,,,,,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath00630,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),KEGG,80,1,,,,,,,0.0,0.0,
Maffei2022_NMF|NMF_vs_GMF_96h|root|light,Maffei2022_NMF,NMF_vs_GMF_96h,root,light,ath00710,Carbon fixation in photosynthetic organisms,KEGG,70,0,,,,,,,,,
