tair_id,symbol_hint,is_panel,is_hub_han,is_hub_liew,atlas_celltype_primary,pathway_primary,mean_log2fc_OSD_dark,mean_log2fc_OSD_light,degree,weighted_degree,betweenness
AT1G19220,,True,False,False,panel_only,Plant hormone signal transduction,-0.09649527535533901,-0.39310168057166095,2,2.0,0.0
AT1G20440,,False,False,True,Liew_QC,non-panel,0.4668424955788481,0.7568548547305913,2,2.0,1.5083502268558742e-06
AT4G32280,,True,False,False,panel_only,Plant hormone signal transduction,-0.7133172913788187,-0.847058921928488,2,2.0,0.0
AT5G20900,,True,False,False,panel_only,Plant hormone signal transduction,0.27558565885538316,0.21026301138746636,2,2.0,0.0
AT3G23150,,True,False,False,panel_only,Plant hormone signal transduction,0.39731505191269373,1.5147400415049683,2,2.0,0.0
AT3G25530,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),0.013442802778083367,-0.29927994132299235,2,2.0,0.0
AT3G16857,,True,False,False,panel_only,Plant hormone signal transduction,0.19766544873126637,0.20385978400095273,2,2.0,0.0
AT5G43890,,True,False,False,panel_only,Plant hormone signal transduction,-1.4441995102026992,-0.45355977790205965,2,2.0,0.0
AT5G63540,,True,False,False,panel_only,Fanconi anemia pathway,-0.7508529519688211,-0.6865460487712021,2,2.0,0.0
AT5G02260,,False,True,True,Han:Cortex_hypocotyl|Liew_provasculature,non-panel,-0.23590400142887735,0.0755773894892206,2,2.0,0.0
AT5G01370,,False,False,True,Liew_provasculature,non-panel,-0.3218947018254987,-0.6454431624155966,2,2.0,1.5083502268558742e-06
AT5G44520,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,0.24106041168236417,-0.02046949918553407,2,2.0,0.0
AT5G49110,,True,False,False,panel_only,Fanconi anemia pathway,0.33699608263807934,-0.08897603192661967,2,2.0,0.0
AT1G20470,,True,False,False,panel_only,Plant hormone signal transduction,-0.6901852391562867,-0.78031150526113,2,2.0,0.0
AT1G20720,,True,False,False,panel_only,Fanconi anemia pathway,-0.21476512872564837,-0.3475216568301636,2,2.0,0.0
AT1G54690,,False,False,True,Liew_QC,non-panel,-0.019704631035063997,-0.2815027163324603,2,2.0,0.0
AT4G38970,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,-0.05389482022126568,-1.8815529383544292,2,2.0,0.0
AT1G17840,,False,True,False,Han:E.hypocotyl_epidermis,non-panel,-0.26877264863277633,0.6254628450494638,2,2.0,1.5083502268558742e-06
AT1G18340,,True,False,False,panel_only,Nucleotide excision repair,0.17344133093176337,-0.4634625292228505,2,2.0,0.0
AT1G18890,,True,False,False,panel_only,Plant hormone signal transduction,-0.14335187001098454,-0.05741091897430706,2,2.0,0.0
AT2G23030,,True,False,False,panel_only,Plant hormone signal transduction,0.6020460564665897,1.1410258808571985,2,2.0,0.0
AT2G23070,,True,False,False,panel_only,Circadian rhythm - plant,0.08206503241893515,0.2841911376452485,2,2.0,0.0
AT2G26040,PYL2/RCAR14,True,False,False,panel_only,ABA_signaling,0.05165906839576865,-0.5700575775330347,2,2.0,0.0
AT2G27470,,True,False,False,panel_only,Base excision repair,0.4829237542824926,0.6463415622645505,2,2.0,0.0
AT2G27740,,False,False,True,Liew_xylem,non-panel,-0.25778753164558305,-1.1468950289789093,2,2.0,1.5083502268558742e-06
AT2G28560,,True,False,False,panel_only,Homologous recombination,-0.5473439348719047,-0.4990062364772179,2,2.0,0.0
AT5G01870,,False,False,True,Liew_root_cap,non-panel,-0.14143387369630703,-0.7939803991649178,2,2.0,1.5083502268558742e-06
AT5G03690,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,0.3216270113931607,-0.14728761006557398,2,2.0,0.0
AT5G06960,,True,False,False,panel_only,Plant hormone signal transduction,-0.01732950397430823,0.10705576602714834,2,2.0,0.0
AT2G35110,ARG1H1,True,False,False,panel_only,Gravitropism,-0.14929205620744357,-0.0710734057977453,2,2.0,0.0
AT2G35370,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),0.49647441609241394,-0.410059781242498,2,2.0,0.0
AT2G36910,ABCB1/PGP1,True,False,False,panel_only,Auxin_transporters_ABCB,-0.5520162335715026,0.034644152566450814,2,2.0,0.0
AT2G38310,,True,False,False,panel_only,Plant hormone signal transduction,-0.09387201897647517,-0.8475218376192903,2,2.0,0.0
AT2G39830,,False,False,True,Liew_provasculature,non-panel,-0.19175409156415366,-0.3938693155374968,2,2.0,0.0
AT4G19130,,True,False,False,panel_only,Mismatch repair,0.39967010590119956,-0.46155672782568163,2,2.0,0.0
AT4G21070,,True,False,False,panel_only,Homologous recombination,0.25025855997098057,-0.23860989844292335,2,2.0,0.0
AT4G21210,GA2OX8,True,False,False,panel_only,GA_biosynthesis,0.17811688906502932,-1.1365020906301206,2,2.0,0.0
AT3G46640,LUX,True,False,False,panel_only,Circadian_core,0.239759279643047,0.46363512232757803,2,2.0,0.0
AT5G59970,,False,False,True,Liew_QC,non-panel,-0.10087229270196041,-0.369178752983592,2,2.0,0.0
AT4G34160,,True,False,False,panel_only,Plant hormone signal transduction,0.13160414023966152,-0.23363693751924033,2,2.0,0.0
AT5G20810,,True,False,False,panel_only,Plant hormone signal transduction,0.25425196133392297,2.205754471190803,2,2.0,0.0
AT1G32060,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,2.873468542227313,-1.002491302997059,2,2.0,0.0
AT1G32550,,True,False,False,panel_only,Photosynthesis,0.19159071300974995,-0.880299186897937,2,2.0,0.0
AT4G21710,,True,False,False,panel_only,Nucleotide excision repair,0.12992983134208322,0.22794745067949151,2,2.0,0.0
AT1G59750,,True,False,False,panel_only,Plant hormone signal transduction,0.0740210343661873,-0.03844594598580107,2,2.0,0.0
AT1G60950,,True,False,False,panel_only,Photosynthesis,0.03600200832534872,-0.990603408507873,2,2.0,0.0
AT1G62886,,True,False,False,panel_only,Nucleotide excision repair,-1.033572102777768,2.103173284111216,2,2.0,0.0
AT5G13320,,True,False,False,panel_only,Plant hormone signal transduction,-1.1402362929878842,-0.3495781708818977,2,2.0,0.0
AT1G15820,,True,False,False,panel_only,Photosynthesis - antenna proteins,0.9290849638630659,-1.022250566948116,2,2.0,0.0
AT1G16300,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,-0.29813450831293203,-0.06914190829916265,2,2.0,0.0
AT1G16400,,True,False,False,panel_only,Glucosinolate biosynthesis,-1.5366480135115352,-0.6570861496182463,2,2.0,0.0
AT5G20420,,True,False,False,panel_only,Homologous recombination,-0.51209538883537,0.8033405962565333,2,2.0,0.0
AT3G49680,,True,False,False,panel_only,Glucosinolate biosynthesis,0.08233131963270533,-0.5873133033401213,2,2.0,0.0
AT2G32950,COP1,True,False,False,panel_only,Photoreceptors,-0.21766754998793744,-0.23035439208939734,2,2.0,0.0
AT4G13260,,True,False,False,panel_only,Plant hormone signal transduction,-0.4567282585880541,-1.788541406209508,2,2.0,0.0
AT4G25420,,True,False,False,panel_only,Diterpenoid biosynthesis (GA biosynthesis),-1.199617593000296,-1.5950249525126396,2,2.0,0.0
AT3G17600,,True,False,False,panel_only,Plant hormone signal transduction,1.602593338879233,-0.7129505721472583,2,2.0,0.0
AT3G19100,,True,False,False,panel_only,Plant hormone signal transduction,-0.19011194267255396,0.5096120366239671,2,2.0,0.0
AT3G26650,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,0.09396468742759338,-0.7043766103204887,2,2.0,0.0
AT3G27690,,True,False,False,panel_only,Photosynthesis - antenna proteins,2.146762094494585,-3.09603082323045,2,2.0,0.0
AT3G28860,ABCB4,True,False,True,Liew_QC,Auxin_transporters_ABCB,-0.42771248265997586,-0.14675992873499413,2,2.0,1.5083502268558742e-06
AT3G43810,,True,False,False,panel_only,Plant hormone signal transduction,-0.15856473999294765,-0.26678415926459476,2,2.0,0.0
AT3G44735,,True,False,False,panel_only,Plant hormone signal transduction,-0.09167208010345895,-0.34944969493977457,2,2.0,0.0
AT3G46510,,True,False,False,panel_only,Plant hormone signal transduction,0.24143997702386608,0.33331930844045615,2,2.0,0.0
AT5G21274,,True,False,False,panel_only,Plant hormone signal transduction,-0.014738344208082075,-0.0889805377364375,2,2.0,0.0
AT5G23280,,True,False,False,panel_only,Circadian rhythm - plant,-0.04631345967582364,0.08610779656076505,2,2.0,0.0
AT2G18960,,True,False,False,panel_only,Plant hormone signal transduction,-0.2428821081916032,0.1490103705717767,2,2.0,0.0
AT2G20180,,True,False,False,panel_only,Plant hormone signal transduction,0.04185867464995366,-0.5560539098206386,2,2.0,0.0
AT2G20260,,True,False,False,panel_only,Photosynthesis,1.6364796065084928,-0.576141251585014,2,2.0,0.0
AT2G40100,,True,False,False,panel_only,Photosynthesis - antenna proteins,-0.209682393417453,0.5023228553708178,2,2.0,0.0
AT2G41110,,True,False,False,panel_only,Plant hormone signal transduction,-0.05273136463061501,-0.2647601631547307,2,2.0,0.0
AT2G41220,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),-0.3836819454879419,0.17067640142761878,2,2.0,0.0
AT2G41370,,True,False,False,panel_only,Plant hormone signal transduction,1.0198925277327395,-0.7167206979070744,2,2.0,0.0
AT4G13790,,True,False,False,panel_only,Plant hormone signal transduction,-0.7106922149166918,1.712774477446146,2,2.0,0.0
AT4G14550,,True,False,False,panel_only,Plant hormone signal transduction,0.9240227215722087,-0.29959083611582465,2,2.0,0.0
AT2G21050,LAX1,True,False,False,panel_only,Auxin_transporters_AUX_LAX,-0.47647692266301034,-0.40123855074790876,2,2.0,0.0
AT2G21800,,True,False,False,panel_only,Fanconi anemia pathway,-0.4443614633840687,0.25092965901041403,2,2.0,0.0
AT1G11860,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),0.1681586539219315,-0.5790422881766207,2,2.0,0.0
AT1G12400,,True,False,False,panel_only,Nucleotide excision repair,-0.05846050311158999,-0.17896307763243935,2,2.0,0.0
AT1G12820,,True,False,False,panel_only,Plant hormone signal transduction,0.21120623014013082,0.0849620306959928,2,2.0,0.0
AT2G06510,,True,False,False,panel_only,Mismatch repair,-0.13777397404559258,0.17440316273090994,2,2.0,0.0
AT2G17770,,True,False,False,panel_only,Plant hormone signal transduction,-0.043493569122362984,-0.16747462044820238,2,2.0,0.0
AT2G18760,,True,False,False,panel_only,Nucleotide excision repair,-0.05107944762045603,0.2523008898044199,2,2.0,0.0
AT2G18790,PHYB,True,False,False,panel_only,Photoreceptors,-0.247357663972943,0.3085171291459311,2,2.0,0.0
AT5G27740,,True,False,False,panel_only,Mismatch repair,0.07959521352579961,-0.15689397723091156,2,2.0,0.0
AT4G33430,,True,False,False,panel_only,Plant hormone signal transduction,0.12884259560207734,0.43021088140575836,2,2.0,0.0
AT5G23660,SWEET12,True,False,False,panel_only,Sugar_transporters_SWEET,0.5355197973455957,0.9937698706741908,2,2.0,0.0
AT1G04250,,True,False,False,panel_only,Plant hormone signal transduction,-0.13306928246782687,-0.145145750738147,2,2.0,0.0
AT1G04310,,True,False,False,panel_only,Plant hormone signal transduction,0.4736164784917216,1.096328832602082,2,2.0,0.0
AT1G04400,CRY2,True,False,False,panel_only,Photoreceptors,0.20440348555864907,0.3871076169624386,2,2.0,0.0
AT1G04410,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,0.029535940140382067,-0.06852993338773004,2,2.0,0.0
AT1G05055,,True,False,False,panel_only,Nucleotide excision repair,-0.14496239993053966,0.2226600891843357,2,2.0,0.0
AT3G12830,,True,False,False,panel_only,Plant hormone signal transduction,0.6482395138621776,-0.800165799241508,2,2.0,0.0
AT3G15357,,False,False,True,Liew_QC,non-panel,0.19429229118787583,0.6011923676195524,2,2.0,0.0
AT3G47470,,True,False,False,panel_only,Photosynthesis - antenna proteins,1.5155514083858235,-0.6810248643396909,2,2.0,0.0
AT3G48990,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),0.37970255453567187,0.5986362908387416,2,2.0,0.0
AT5G35840,PHYC,True,False,False,panel_only,Photoreceptors,0.031101840516263617,0.12068748789927745,2,2.0,0.0
AT5G41010,,True,False,False,panel_only,Nucleotide excision repair,-0.1797178784402965,-0.092069878538291,2,2.0,0.0
AT5G41150,,True,False,False,panel_only,Fanconi anemia pathway,-0.21822683823236025,0.3141948524509253,2,2.0,0.0
AT5G41260,,True,False,False,panel_only,Plant hormone signal transduction,0.11024327927662099,0.4497569035016067,2,2.0,0.0
AT1G50110,,True,False,False,panel_only,Glucosinolate biosynthesis,-0.47273456841349004,-0.2369283677863737,2,2.0,0.0
AT1G51950,,True,False,False,panel_only,Plant hormone signal transduction,0.10404220013924499,0.35605984438922067,2,2.0,0.0
AT1G52230,,True,False,False,panel_only,Photosynthesis,0.675341446343127,-1.9097676746327557,2,2.0,0.0
AT1G53690,,True,False,False,panel_only,Nucleotide excision repair,-0.07995462532915766,1.7106260178108148,2,2.0,0.0
AT4G10340,,True,False,False,panel_only,Photosynthesis - antenna proteins,1.4695863865111451,-1.1046654853128555,2,2.0,0.0
AT4G11110,,True,False,False,panel_only,Circadian rhythm - plant,-0.006263262012405328,0.33369513224641795,2,2.0,0.0
AT2G01420,PIN4,True,False,False,panel_only,Auxin_transporters_PIN,-0.16427989423587372,-0.3714083438103886,2,2.0,0.0
AT2G01820,,True,False,False,panel_only,Plant hormone signal transduction,-0.1222671165455277,-0.27178778627128325,2,2.0,0.0
AT2G01830,,True,False,False,panel_only,Plant hormone signal transduction,-0.33545441066613385,0.6430013958557,2,2.0,0.0
AT2G05070,,True,False,False,panel_only,Photosynthesis - antenna proteins,1.089387769700006,-1.9308841054985468,2,2.0,0.0
AT1G07745,,True,False,False,panel_only,Homologous recombination,0.26360676821807333,0.10795828677909165,2,2.0,0.0
AT4G02770,,True,False,False,panel_only,Photosynthesis,0.18832549549414934,-2.3180420274034232,2,2.0,0.0
AT4G02780,GA1_CPS_dup,True,False,False,panel_only,GA_biosynthesis,-1.2942362815878503,0.337607340743108,2,2.0,0.0
AT4G02980,,True,False,False,panel_only,Plant hormone signal transduction,-0.13385254066963662,-0.3057748557153586,2,2.0,0.0
AT4G03280,,True,False,False,panel_only,Photosynthesis,0.9851227428168201,-0.6239401430671512,2,2.0,0.0
AT4G04640,,True,False,False,panel_only,Photosynthesis,1.8584461272365889,-0.8110328624859561,2,2.0,0.0
AT4G09010,APX4,True,False,False,panel_only,ROS_scavenging,0.3359525079689783,-0.9553238990311758,2,2.0,0.0
AT4G09650,,True,False,False,panel_only,Photosynthesis,0.13033627819762136,-1.188868060878849,2,2.0,0.0
AT1G49720,,True,False,False,panel_only,Plant hormone signal transduction,0.3939423025631333,0.80933223468406,2,2.0,0.0
AT5G51810,GA20OX2,True,False,False,panel_only,GA_biosynthesis,0.5421949033751464,0.2790945784916304,2,2.0,0.0
AT5G57980,,True,False,False,panel_only,Nucleotide excision repair,0.48179544029005145,-0.3881002054848716,2,2.0,0.0
AT5G59220,HAB2,True,False,False,panel_only,ABA_signaling,0.07733905044852767,1.9205941088332021,2,2.0,0.0
AT3G22310,,False,False,True,Liew_QC,non-panel,-0.20881533915154635,0.32307751461139306,2,2.0,1.5083502268558742e-06
AT3G01850,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,0.16253356543569514,-0.054512993189784836,2,2.0,0.0
AT3G61830,,True,False,False,panel_only,Plant hormone signal transduction,-0.3967084051685199,-0.07632609768377914,2,2.0,0.0
AT5G57160,,True,False,False,panel_only,Non-homologous end-joining,0.07687979703428,-0.020828968978625705,2,2.0,0.0
AT5G62000,,True,False,False,panel_only,Plant hormone signal transduction,-0.03948276124692076,-0.07137876968368351,2,2.0,0.0
AT5G03120,,False,True,False,Han:E.hypocotyl_epidermis,non-panel,-0.40934184929272605,-1.0857490557121363,2,2.0,1.5083502268558742e-06
AT4G02070,,True,False,False,panel_only,Mismatch repair,-0.10315411734506004,0.06012216647738546,2,2.0,0.0
AT4G26520,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,-1.146955193465817,-0.11375091630739664,2,2.0,0.0
AT4G30870,,True,False,False,panel_only,Fanconi anemia pathway,-0.09264938048879594,-0.10322706717871166,2,2.0,0.0
AT5G03730,,True,False,False,panel_only,Plant hormone signal transduction,0.11232518340903401,0.24779103705596936,2,2.0,0.0
AT5G20730,,True,False,False,panel_only,Plant hormone signal transduction,-0.13486506079039798,0.10925208810655153,2,2.0,0.0
AT5G25900,,True,False,False,panel_only,Diterpenoid biosynthesis (GA biosynthesis),0.0004188376383553553,0.024711466883133,2,2.0,0.0
AT4G14890,,True,False,False,panel_only,Photosynthesis,2.1966488174799195,-0.3011746443958649,2,2.0,0.0
AT4G38860,,True,False,False,panel_only,Plant hormone signal transduction,0.5000401490566593,-0.21538701751992348,2,2.0,0.0
AT5G67110,,True,False,False,panel_only,Plant hormone signal transduction,-0.44406322530434833,0.3101001636189106,2,2.0,0.0
AT1G67710,,True,False,False,panel_only,Plant hormone signal transduction,-0.4176245118922978,-0.435898978371179,2,2.0,0.0
AT1G69850,NPF5.5,True,False,False,panel_only,Hormone_transporters_NPF,0.03964134471357267,0.7321974005909407,2,2.0,0.0
AT1G70580,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,-0.1447220873832353,-0.564768220372028,2,2.0,0.0
AT3G62090,,True,False,False,panel_only,Plant hormone signal transduction,-0.5134739777296637,1.202374681760116,2,2.0,0.0
AT3G62700,ABCG31,True,False,False,panel_only,Hormone_transporters_ABCG,-0.009637338270915135,0.3993395175139678,2,2.0,0.0
AT3G62980,,True,False,False,panel_only,Plant hormone signal transduction,-0.06547663304744857,0.35035063884351786,2,2.0,0.0
AT3G03840,,True,False,False,panel_only,Plant hormone signal transduction,-0.14538960283617666,-0.6398118456966481,2,2.0,0.0
AT3G04790,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,-0.1507182625338739,-0.9262398948590486,2,2.0,0.0
AT1G42970,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,0.4288403261217533,-1.6639515293038425,2,2.0,0.0
AT1G48500,,True,False,False,panel_only,Plant hormone signal transduction,-0.15997052935664907,0.19524665172118727,2,2.0,0.0
AT3G57040,,True,False,False,panel_only,Plant hormone signal transduction,0.15108972594758166,-0.0653723891060577,2,2.0,0.0
AT3G57530,,True,False,False,panel_only,Plant hormone signal transduction,0.2867085503285443,-0.08972035547451257,2,2.0,0.0
AT1G77690,LAX2,True,False,False,panel_only,Auxin_transporters_AUX_LAX,-0.33080637669727514,0.15735579988488133,2,2.0,0.0
AT1G78390,NCED9,True,False,False,panel_only,ABA_biosynthesis,0.19654577562151232,0.09564697178292168,2,2.0,0.0
AT1G78790,,True,False,False,panel_only,Fanconi anemia pathway,-0.191465539267041,-0.08339423901209515,2,2.0,0.0
AT5G44750,,True,False,False,panel_only,Fanconi anemia pathway,0.024048095195376318,0.16479537447371828,2,2.0,0.0
AT2G24520,,True,False,False,panel_only,Plant hormone signal transduction,-0.11914640459895336,-0.05684927191044117,2,2.0,0.0
AT4G21200,,True,False,False,panel_only,Diterpenoid biosynthesis (GA biosynthesis),-2.2211611142365544,-1.5580469923056366,2,2.0,0.0
AT1G76190,,True,False,False,panel_only,Plant hormone signal transduction,-1.0934431251392187,-2.219005488829708,2,2.0,0.0
AT3G08940,,True,False,False,panel_only,Photosynthesis - antenna proteins,1.824696231408452,-0.3799909679773874,2,2.0,0.0
AT3G11410,PP2CA,True,False,False,panel_only,ABA_signaling,0.22436192492399698,1.0264871568426457,2,2.0,0.0
AT3G12040,,True,False,False,panel_only,Base excision repair,0.14390578401393367,-0.25441437768014435,2,2.0,0.0
AT3G52630,,True,False,False,panel_only,Mismatch repair,-0.5492230190896753,-0.5925710261210724,2,2.0,0.0
AT3G54050,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,1.328229869489004,-1.4959956141055042,2,2.0,0.0
AT3G54890,,True,False,False,panel_only,Photosynthesis - antenna proteins,1.748335559338282,-1.8733981422245016,2,2.0,0.0
AT3G02680,,True,False,False,panel_only,Homologous recombination,-0.22458349348534887,0.05632952356143034,2,2.0,0.0
AT3G02920,,True,False,False,panel_only,Mismatch repair,-0.30116363419089365,-0.8420863183441579,2,2.0,0.0
AT3G03770,,False,False,True,Liew_provasculature,non-panel,-1.215231348895623,-0.9423837184079503,2,2.0,0.0
AT3G50750,,True,False,False,panel_only,Plant hormone signal transduction,0.3020129260281507,-0.3729156114245227,2,2.0,0.0
AT3G50820,,True,False,False,panel_only,Photosynthesis,1.9742080669543618,-0.9460832079558145,2,2.0,0.0
AT1G27320,,True,False,False,panel_only,Plant hormone signal transduction,-0.006346181189461934,0.24595783089229376,2,2.0,0.0
AT1G29420,,True,False,False,panel_only,Plant hormone signal transduction,0.9818097656618959,-0.9891123928938663,2,2.0,0.0
AT1G29500,,True,False,False,panel_only,Plant hormone signal transduction,0.32856954271542504,-0.9456737175528422,2,2.0,0.0
AT1G29920,,True,False,False,panel_only,Photosynthesis - antenna proteins,-0.3074695188410083,-2.999895843070986,2,2.0,0.0
AT1G30100,NCED5,True,False,False,panel_only,Hub_transporter_core,2.032175616470657,-2.4740613896265367,2,2.0,0.0
AT1G63220,,False,True,True,Han:E.hypocotyl_epidermis|Liew_root_cap,non-panel,0.030177513309325683,-0.13793816797207167,2,2.0,1.5083502268558742e-06
AT1G63290,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,-0.04098477799598347,-0.12372736989107298,2,2.0,0.0
AT1G65310,,False,True,False,Han:E.hypocotyl_epidermis,non-panel,-0.18150666892377265,-0.06483136735023967,2,2.0,1.5083502268558742e-06
AT5G20885,,False,False,True,Liew_provasculature,non-panel,-0.3987067630796594,-0.463164398290828,2,2.0,1.5083502268558742e-06
AT1G72330,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,0.14322612623337871,0.37060223394583724,2,2.0,0.0
AT1G74660,,False,False,True,Liew_QC,non-panel,-0.39943879067263416,-0.3215741343484157,2,2.0,1.5083502268558742e-06
AT1G75780,,False,True,False,Han:Cortex_hypocotyl,non-panel,-0.1480263802279779,0.07377577074755426,2,2.0,0.0
AT1G01060,LHY,True,False,False,panel_only,Circadian_core,-0.951583114915835,-2.1525669495884014,2,2.0,0.0
AT1G03130,,True,False,False,panel_only,Photosynthesis,1.2640469261787617,-1.0912008749134128,2,2.0,0.0
AT5G24430,,True,False,False,panel_only,Plant hormone signal transduction,-0.06743719413298703,0.09051630456845672,2,2.0,0.0
AT5G67260,,True,False,False,panel_only,Plant hormone signal transduction,-0.034957557249717996,-0.21455953256066193,2,2.0,0.0
AT4G00710,,True,False,False,panel_only,Plant hormone signal transduction,0.09755590384495771,-0.009435829253481966,2,2.0,0.0
AT4G22230,,False,False,True,Liew_root_cap,non-panel,0.1992182984188516,0.5479059571063983,2,2.0,0.0
AT5G45040,,True,False,False,panel_only,Photosynthesis,0.2560928390743205,-0.38558873297439317,1,1.0,0.0
AT5G05440,,True,False,False,panel_only,Plant hormone signal transduction,0.17316240862489732,-0.2226489985123623,1,1.0,0.0
AT4G27260,,True,False,False,panel_only,Plant hormone signal transduction,0.22289274400607453,-0.3046460067658852,1,1.0,0.0
AT3G61800,,True,False,False,panel_only,Nucleotide excision repair,-0.138516217131426,0.31202993141263546,1,1.0,0.0
AT5G53890,,True,False,False,panel_only,Plant hormone signal transduction,-0.4518798151101997,0.3793295490182578,1,1.0,0.0
AT5G42470,,True,False,False,panel_only,Homologous recombination,0.19606799805504535,0.0156735979376999,1,1.0,0.0
AT4G36670,,False,True,False,Han:E.hypocotyl_epidermis,non-panel,1.2130537374288097,0.5196184042220343,1,1.0,0.0
AT5G53590,,True,False,False,panel_only,Plant hormone signal transduction,-0.3744295546288792,0.12017033278297168,1,1.0,0.0
AT5G35630,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),0.331708022504299,-0.700443341555868,1,1.0,0.0
AT4G14560,,True,False,False,panel_only,Plant hormone signal transduction,0.6087425411966533,-0.35882368968895134,1,1.0,0.0
AT3G61470,,True,False,False,panel_only,Photosynthesis - antenna proteins,1.954076400729783,-0.39787479420007926,1,1.0,0.0
AT3G45640,,True,False,False,panel_only,Plant hormone signal transduction,0.45090952575095633,-0.29885714612779357,1,1.0,0.0
AT4G24060,,False,False,True,Liew_provasculature,non-panel,-0.22918754305858546,-0.12608006562001864,1,1.0,0.0
AT5G13930,,True,False,False,panel_only,Circadian rhythm - plant,-1.7801368796420667,-5.074484201150999,1,1.0,0.0
AT4G38840,,True,False,False,panel_only,Plant hormone signal transduction,0.011965574294850867,-1.0170390329781827,1,1.0,0.0
AT5G62430,,True,False,False,panel_only,Circadian rhythm - plant,0.05128536332309591,0.35521231276955606,1,1.0,0.0
AT5G36880,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),-0.05090410887027683,0.14351551915055014,1,1.0,0.0
AT5G18100,CSD3,True,False,False,panel_only,ROS_scavenging,0.14281024950721247,-0.135818282586282,1,1.0,0.0
AT5G11670,,True,False,False,panel_only,Carbon fixation in photosynthetic organisms,-0.129218213319047,0.060919804061236336,1,1.0,0.0
AT4G25960,,False,True,False,Han:E.hypocotyl_epidermis,non-panel,-0.22582683957924077,-1.416191833879279,1,1.0,0.0
AT1G04100,,True,False,False,panel_only,Plant hormone signal transduction,0.057049151553054345,-0.26681981799527604,1,1.0,0.0
AT1G03600,,True,False,False,panel_only,Photosynthesis,1.1577712806023523,-0.14030799891110002,1,1.0,0.0
AT1G03445,,True,False,False,panel_only,Plant hormone signal transduction,0.266780858246078,0.6446244244692036,1,1.0,0.0
AT1G03430,,True,False,False,panel_only,Plant hormone signal transduction,0.03940432029466053,-0.25586879258098766,1,1.0,0.0
AT1G03190,,True,False,False,panel_only,Nucleotide excision repair,-0.000401720314704664,0.11866170436930727,1,1.0,0.0
AT1G02400,GA2OX6,True,False,False,panel_only,GA_biosynthesis,0.08679259120135463,-0.5844583250794736,1,1.0,0.0
AT1G75090,,True,False,False,panel_only,Base excision repair,-0.10808981037991199,-0.811728815754229,1,1.0,0.0
AT1G74950,,True,False,False,panel_only,Plant hormone signal transduction,0.18622582744619,-0.05587328641339196,1,1.0,0.0
AT1G72450,,True,False,False,panel_only,Plant hormone signal transduction,0.4799520875956536,-0.5619877994406376,1,1.0,0.0
AT5G16570,,True,False,False,panel_only,Glyoxylate and dicarboxylate metabolism (incl. photorespiration),-0.6348910541252196,-0.5656041281828633,1,1.0,0.0
AT3G07930,,True,False,False,panel_only,Base excision repair,0.24991230001585474,0.06953322719635777,1,1.0,0.0
AT1G66750,,True,False,False,panel_only,Nucleotide excision repair,-0.001534534173846987,-0.004952901257018629,1,1.0,0.0
AT1G77110,PIN6,True,False,False,panel_only,Auxin_transporters_PIN,-0.3500686738453287,-2.4722852163849303,1,1.0,0.0
AT1G65070,,True,False,False,panel_only,Mismatch repair,-0.010064938134581675,-0.20444073459917458,1,1.0,0.0
AT1G64220,,False,False,True,Liew_QC,non-panel,0.1492893239685758,-0.06410601855564264,1,1.0,0.0
AT5G20850,,True,False,False,panel_only,Fanconi anemia pathway,0.04389582218137278,-0.3857450453477464,1,1.0,0.0
AT1G49560,,False,False,True,Liew_provasculature,non-panel,0.05084498259567733,-0.05728230434894099,1,1.0,0.0
AT1G30040,GA2OX2,True,False,False,panel_only,GA_biosynthesis,-0.12540806266659935,0.6231608985385882,1,1.0,0.0
AT1G27840,,True,False,False,panel_only,Nucleotide excision repair,-0.15378757583602773,0.11978011108845814,1,1.0,0.0
AT3G12710,,True,False,False,panel_only,Base excision repair,0.03313063144324554,-0.12153096054982741,1,1.0,0.0
AT5G51590,,False,False,True,Liew_QC,non-panel,-0.15686925188747727,0.072498469444633,1,1.0,0.0
